Group,Country,Name,Image,Path,PersonPercentage,Predominant
Group B,United States Players,Images_Christian Pulisic,Christian Pulisic8.jpg,data/Images/Group B/United States Players/Images_Christian Pulisic/Christian Pulisic8.jpg,0.4321008957391999,False
Group B,United States Players,Images_Christian Pulisic,Christian Pulisic9.jpg,data/Images/Group B/United States Players/Images_Christian Pulisic/Christian Pulisic9.jpg,0.3997545550004043,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan15.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan15.jpg,0.8450835645327025,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan19.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan19.jpg,0.3830889779112202,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan20.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan20.jpg,0.4956979560440638,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan21.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan21.jpg,0.3823784420689253,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan28.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan28.jpg,0.7403360995799508,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan29.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan29.jpg,0.2617828228582548,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan30.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan30.jpg,0.5141578091365873,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan32.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan32.jpg,0.8897656994399558,True
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan33.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan33.jpg,0.6046919729225476,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan37.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan37.jpg,0.8178948699013924,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan42.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan42.jpg,0.2683857478791951,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan44.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan44.jpg,0.5390793422380786,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan46.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan46.jpg,0.5295117662052697,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan48.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan48.jpg,0.9168912506103516,True
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan5.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan5.jpg,0.7080220072619454,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan50.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan50.jpg,,False
Group B,United States Players,Images_Cristian Roldan,Cristian Roldan6.jpg,data/Images/Group B/United States Players/Images_Cristian Roldan/Cristian Roldan6.jpg,0.3908996308123492,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin1.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin1.jpg,0.2023197432812993,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin10.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin10.jpg,0.4346933075772116,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin11.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin11.jpg,0.5758967713559165,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin12.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin12.jpg,0.4492453949240611,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin17.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin17.jpg,0.2986312860066851,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin18.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin18.jpg,0.8157735247301152,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin2.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin2.jpg,0.6622388137549096,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin20.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin20.jpg,0.1226151513109013,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin21.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin21.jpg,0.4421626144335029,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin24.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin24.jpg,0.5801060861138831,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin28.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin28.jpg,0.9219374331140044,True
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin30.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin30.jpg,0.3102470785062391,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin32.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin32.jpg,0.9327518687782758,True
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin33.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin33.jpg,0.2577482307310253,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin34.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin34.jpg,0.2550665125550616,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin39.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin39.jpg,,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin4.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin4.jpg,0.7352857426963191,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin40.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin40.jpg,,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin43.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin43.jpg,0.524346765565279,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin44.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin44.jpg,0.8280122104176666,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin45.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin45.jpg,0.4198718126084572,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin46.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin46.jpg,0.7731406784185335,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin47.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin47.jpg,0.5072603700723435,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin5.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin5.jpg,0.6319546791899007,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin6.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin6.jpg,0.4012326907260906,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin7.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin7.jpg,0.33426616458148,False
Group B,United States Players,Images_DeAndre Yedlin,DeAndre Yedlin8.jpg,data/Images/Group B/United States Players/Images_DeAndre Yedlin/DeAndre Yedlin8.jpg,,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath1.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath1.jpg,0.4518090208177298,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath11.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath11.jpg,0.8047197089119194,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath12.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath12.jpg,0.8739831807821653,True
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath13.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath13.jpg,0.6471483208346525,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath14.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath14.jpg,0.2361306749112901,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath15.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath15.jpg,0.4683235228601096,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath16.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath16.jpg,0.6470400481440042,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath17.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath17.jpg,0.8023243709587705,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath18.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath18.jpg,0.6630500332209773,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath2.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath2.jpg,,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath21.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath21.jpg,,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath24.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath24.jpg,0.2827590643448786,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath25.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath25.jpg,0.4241617635008247,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath27.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath27.jpg,,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath28.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath28.jpg,0.8594099470693302,True
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath29.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath29.jpg,0.5827737264960049,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath3.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath3.jpg,,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath31.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath31.jpg,0.6120687005789692,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath38.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath38.jpg,0.4286569113497741,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath39.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath39.jpg,0.4962380843674846,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath4.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath4.jpg,0.2871416694519011,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath40.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath40.jpg,0.4437921324449063,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath42.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath42.jpg,0.8511546784615085,True
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath43.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath43.jpg,0.5251525914043291,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath45.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath45.jpg,,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath46.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath46.jpg,,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath49.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath49.jpg,0.683201939537615,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath5.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath5.jpg,,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath50.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath50.jpg,0.4733783027295735,False
Group B,United States Players,Images_Ethan Horvath,Ethan Horvath9.jpg,data/Images/Group B/United States Players/Images_Ethan Horvath/Ethan Horvath9.jpg,0.214142428077901,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna1.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna1.jpg,0.641468906366039,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna12.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna12.jpg,0.6691768816707037,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna14.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna14.jpg,0.4681332687601645,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna19.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna19.jpg,0.9019089562886352,True
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna2.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna2.jpg,,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna21.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna21.jpg,,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna26.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna26.jpg,0.4964919660231774,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna27.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna27.jpg,0.4059553589731097,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna3.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna3.jpg,0.8098913792259013,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna30.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna30.jpg,0.2113908040512981,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna35.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna35.jpg,0.7133969617719895,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna37.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna37.jpg,0.5953087765589622,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna39.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna39.jpg,0.4325433614909131,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna45.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna45.jpg,0.9730984664040664,True
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna48.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna48.jpg,,False
Group B,United States Players,Images_Giovanni Reyna,Giovanni Reyna8.jpg,data/Images/Group B/United States Players/Images_Giovanni Reyna/Giovanni Reyna8.jpg,0.4951495131141997,False
Group B,United States Players,Images_Haji Wright,Haji Wright11.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright11.jpg,0.6454569159198575,False
Group B,United States Players,Images_Haji Wright,Haji Wright17.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright17.jpg,,False
Group B,United States Players,Images_Haji Wright,Haji Wright21.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright21.jpg,0.5598555819061468,False
Group B,United States Players,Images_Haji Wright,Haji Wright22.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright22.jpg,0.5697809069464156,False
Group B,United States Players,Images_Haji Wright,Haji Wright25.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright25.jpg,0.9069755846033982,True
Group B,United States Players,Images_Haji Wright,Haji Wright26.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright26.jpg,0.7753872223752075,False
Group B,United States Players,Images_Haji Wright,Haji Wright29.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright29.jpg,0.5212887922783422,False
Group B,United States Players,Images_Haji Wright,Haji Wright34.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright34.jpg,,False
Group B,United States Players,Images_Haji Wright,Haji Wright41.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright41.jpg,0.4563421520268073,False
Group B,United States Players,Images_Haji Wright,Haji Wright45.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright45.jpg,0.7436972674592921,False
Group B,United States Players,Images_Haji Wright,Haji Wright47.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright47.jpg,0.8510386898053258,True
Group B,United States Players,Images_Haji Wright,Haji Wright48.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright48.jpg,0.7142306408620468,False
Group B,United States Players,Images_Haji Wright,Haji Wright49.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright49.jpg,,False
Group B,United States Players,Images_Haji Wright,Haji Wright5.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright5.jpg,,False
Group B,United States Players,Images_Haji Wright,Haji Wright6.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright6.jpg,0.7444281250567991,False
Group B,United States Players,Images_Haji Wright,Haji Wright9.jpg,data/Images/Group B/United States Players/Images_Haji Wright/Haji Wright9.jpg,0.4861739643507534,False
Group B,United States Players,Images_Jesús Ferreira,Jesús Ferreira12.jpg,data/Images/Group B/United States Players/Images_Jesús Ferreira/Jesús Ferreira12.jpg,,False
Group B,United States Players,Images_Jesús Ferreira,Jesús Ferreira13.jpg,data/Images/Group B/United States Players/Images_Jesús Ferreira/Jesús Ferreira13.jpg,,False
Group B,United States Players,Images_Jesús Ferreira,Jesús Ferreira27.jpg,data/Images/Group B/United States Players/Images_Jesús Ferreira/Jesús Ferreira27.jpg,0.4830428792860466,False
Group B,United States Players,Images_Jesús Ferreira,Jesús Ferreira3.jpg,data/Images/Group B/United States Players/Images_Jesús Ferreira/Jesús Ferreira3.jpg,0.5820988095000741,False
Group B,United States Players,Images_Jesús Ferreira,Jesús Ferreira35.jpg,data/Images/Group B/United States Players/Images_Jesús Ferreira/Jesús Ferreira35.jpg,0.2609772294964528,False
Group B,United States Players,Images_Jesús Ferreira,Jesús Ferreira44.jpg,data/Images/Group B/United States Players/Images_Jesús Ferreira/Jesús Ferreira44.jpg,0.6489369920310699,False
Group B,United States Players,Images_Jesús Ferreira,Jesús Ferreira45.jpg,data/Images/Group B/United States Players/Images_Jesús Ferreira/Jesús Ferreira45.jpg,0.6500753027787687,False
Group B,United States Players,Images_Jesús Ferreira,Jesús Ferreira47.jpg,data/Images/Group B/United States Players/Images_Jesús Ferreira/Jesús Ferreira47.jpg,0.5802809127213419,False
Group B,United States Players,Images_Jesús Ferreira,Jesús Ferreira5.jpg,data/Images/Group B/United States Players/Images_Jesús Ferreira/Jesús Ferreira5.jpg,,False
Group B,United States Players,Images_Jesús Ferreira,Jesús Ferreira6.jpg,data/Images/Group B/United States Players/Images_Jesús Ferreira/Jesús Ferreira6.jpg,0.5044454706284458,False
Group B,United States Players,Images_Jesús Ferreira,Jesús Ferreira7.jpg,data/Images/Group B/United States Players/Images_Jesús Ferreira/Jesús Ferreira7.jpg,0.4882187470824786,False
Group B,United States Players,Images_Jesús Ferreira,Jesús Ferreira8.jpg,data/Images/Group B/United States Players/Images_Jesús Ferreira/Jesús Ferreira8.jpg,0.8169903114176937,False
Group B,United States Players,Images_Jesús Ferreira,Jesús Ferreira9.jpg,data/Images/Group B/United States Players/Images_Jesús Ferreira/Jesús Ferreira9.jpg,,False
Group B,United States Players,Images_Joe Scally,Joe Scally12.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally12.jpg,,False
Group B,United States Players,Images_Joe Scally,Joe Scally14.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally14.jpg,0.3186769888950037,False
Group B,United States Players,Images_Joe Scally,Joe Scally15.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally15.jpg,0.9136185567887104,True
Group B,United States Players,Images_Joe Scally,Joe Scally17.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally17.jpg,0.4003627439287817,False
Group B,United States Players,Images_Joe Scally,Joe Scally18.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally18.jpg,0.2661636208278948,False
Group B,United States Players,Images_Joe Scally,Joe Scally20.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally20.jpg,0.4534291882353966,False
Group B,United States Players,Images_Joe Scally,Joe Scally22.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally22.jpg,0.6191902654513635,False
Group B,United States Players,Images_Joe Scally,Joe Scally23.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally23.jpg,0.4072370402563153,False
Group B,United States Players,Images_Joe Scally,Joe Scally29.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally29.jpg,0.5817512448454311,False
Group B,United States Players,Images_Joe Scally,Joe Scally32.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally32.jpg,0.5141885985868688,False
Group B,United States Players,Images_Joe Scally,Joe Scally4.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally4.jpg,0.2687203919785194,False
Group B,United States Players,Images_Joe Scally,Joe Scally40.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally40.jpg,0.6356092534569461,False
Group B,United States Players,Images_Joe Scally,Joe Scally41.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally41.jpg,0.2586990310532952,False
Group B,United States Players,Images_Joe Scally,Joe Scally42.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally42.jpg,0.2899815234789778,False
Group B,United States Players,Images_Joe Scally,Joe Scally44.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally44.jpg,0.3311918850242667,False
Group B,United States Players,Images_Joe Scally,Joe Scally45.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally45.jpg,0.3088276784529752,False
Group B,United States Players,Images_Joe Scally,Joe Scally48.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally48.jpg,0.6143257790311398,False
Group B,United States Players,Images_Joe Scally,Joe Scally50.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally50.jpg,0.9335337365179504,True
Group B,United States Players,Images_Joe Scally,Joe Scally6.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally6.jpg,0.5685167739447535,False
Group B,United States Players,Images_Joe Scally,Joe Scally7.jpg,data/Images/Group B/United States Players/Images_Joe Scally/Joe Scally7.jpg,0.445103677152642,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris1.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris1.jpg,0.7732100423234107,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris10.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris10.jpg,0.4193153969585818,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris14.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris14.jpg,0.2297723135134118,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris15.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris15.jpg,0.9175812689613428,True
Group B,United States Players,Images_Jordan Morris,Jordan Morris16.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris16.jpg,0.481249388199822,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris17.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris17.jpg,0.3063438151712106,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris19.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris19.jpg,0.7791153607449443,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris26.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris26.jpg,0.8249244936050907,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris27.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris27.jpg,0.5428588041122969,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris3.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris3.jpg,0.5874872274110935,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris32.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris32.jpg,0.5825535624260659,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris33.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris33.jpg,0.5488881933110512,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris36.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris36.jpg,0.4929020774111002,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris37.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris37.jpg,0.6603588927911138,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris4.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris4.jpg,0.3271824718022756,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris40.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris40.jpg,0.3276026089734195,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris41.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris41.jpg,,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris43.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris43.jpg,0.3946807636061648,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris44.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris44.jpg,0.2987854172776927,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris46.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris46.jpg,0.6844857865260141,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris49.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris49.jpg,0.8963935602511817,True
Group B,United States Players,Images_Jordan Morris,Jordan Morris50.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris50.jpg,0.5295159268488652,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris6.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris6.jpg,0.4975436973691569,False
Group B,United States Players,Images_Jordan Morris,Jordan Morris9.jpg,data/Images/Group B/United States Players/Images_Jordan Morris/Jordan Morris9.jpg,0.7557677506188316,False
